YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2013,2017,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.1,Race/Ethnicity,Asian or Pacific Islander
2012,2016,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.4,Race/Ethnicity,Asian or Pacific Islander
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.7,Race/Ethnicity,Hispanic
2010,2014,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.1,Overall,Overall
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.5,Gender,Male
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,23.7,Race/Ethnicity,Asian or Pacific Islander
2011,2015,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.8,Overall,Overall
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.3,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,17.2,Race/Ethnicity,American Indian or Alaska Native
2012,2016,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.7,Race/Ethnicity,Hispanic
2012,2016,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,22.4,Race/Ethnicity,American Indian or Alaska Native
2013,2017,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.2,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.9,Race/Ethnicity,"White, non-Hispanic"
2015,2019,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.5,Gender,Male
2009,2013,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.2,Race/Ethnicity,"White, non-Hispanic"
2015,2019,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.1,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.9,Race/Ethnicity,Hispanic
2012,2016,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.8,Race/Ethnicity,American Indian or Alaska Native
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.7,Gender,Female
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2015,2019,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.2,Race/Ethnicity,Hispanic
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.2,Overall,Overall
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.8,Race/Ethnicity,Hispanic
2014,2018,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.9,Race/Ethnicity,Hispanic
2009,2013,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.4,Race/Ethnicity,Hispanic
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.9,Gender,Male
2011,2015,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.4,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.0,Overall,Overall
2013,2017,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.7,Overall,Overall
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.7,Race/Ethnicity,"White, non-Hispanic"
2013,2017,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.1,Gender,Male
2010,2014,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.2,Race/Ethnicity,Hispanic
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.2,Race/Ethnicity,American Indian or Alaska Native
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.8,Gender,Female
2015,2019,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.4,Race/Ethnicity,"White, non-Hispanic"
2012,2016,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.7,Gender,Female
2009,2013,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.5,Overall,Overall
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.8,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.9,Race/Ethnicity,"White, non-Hispanic"
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.6,Race/Ethnicity,Asian or Pacific Islander
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.8,Gender,Female
2015,2019,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.5,Overall,Overall
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.5,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.4,Race/Ethnicity,Asian or Pacific Islander
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,35.6,Race/Ethnicity,American Indian or Alaska Native
2012,2016,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.0,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.7,Race/Ethnicity,Hispanic
2012,2016,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.7,Race/Ethnicity,"White, non-Hispanic"
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.4,Gender,Male
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,13.8,Race/Ethnicity,American Indian or Alaska Native
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.7,Gender,Male
2009,2013,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,72.7,Gender,Male
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.6,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.9,Overall,Overall
2013,2017,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.1,Race/Ethnicity,Hispanic
2008,2012,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.0,Overall,Overall
2008,2012,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.1,Race/Ethnicity,"White, non-Hispanic"
2011,2015,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.6,Gender,Male
2010,2014,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.2,Race/Ethnicity,"White, non-Hispanic"
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.4,Race/Ethnicity,Asian or Pacific Islander
2012,2016,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.8,Gender,Male
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.9,Gender,Female
2008,2012,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.2,Overall,Overall
2013,2017,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.4,Gender,Female
2009,2013,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.6,Gender,Female
2014,2018,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.9,Race/Ethnicity,"White, non-Hispanic"
2008,2012,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.8,Race/Ethnicity,"White, non-Hispanic"
2015,2019,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,42.3,Race/Ethnicity,Hispanic
2013,2017,CT,Connecticut,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.7,Overall,Overall
2014,2018,CT,Connecticut,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.0,Overall,Overall
2012,2016,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,57.1,Gender,Male
2015,2019,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.2,Gender,Female
2009,2013,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.8,Race/Ethnicity,Asian or Pacific Islander
2014,2018,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,65.0,Overall,Overall
2012,2016,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.7,Race/Ethnicity,Hispanic
2013,2017,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,55.1,Gender,Male
2011,2015,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,59.4,Gender,Male
2013,2017,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.3,Gender,Female
2013,2017,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.1,Race/Ethnicity,"White, non-Hispanic"
2008,2012,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.4,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.9,Race/Ethnicity,Asian or Pacific Islander
2010,2014,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.6,Gender,Female
2015,2019,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.2,Gender,Male
2008,2012,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.5,Race/Ethnicity,Asian or Pacific Islander
2012,2016,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.9,Race/Ethnicity,Hispanic
2015,2019,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.3,Gender,Male
2012,2016,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,11.0,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.3,Overall,Overall
2012,2016,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Gender,Female
2011,2015,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.0,Gender,Female
2008,2012,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.8,Gender,Male
2015,2019,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.1,Overall,Overall
2009,2013,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.4,Race/Ethnicity,"White, non-Hispanic"
2013,2017,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,67.5,Overall,Overall
2014,2018,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.2,Race/Ethnicity,"White, non-Hispanic"
2010,2014,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,81.7,Gender,Male
2011,2015,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.5,Overall,Overall
2010,2014,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.3,Race/Ethnicity,Hispanic
2015,2019,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,10.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.7,Race/Ethnicity,Asian or Pacific Islander
2010,2014,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.5,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,10.4,Race/Ethnicity,Hispanic
2015,2019,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.8,Gender,Female
2014,2018,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,11.7,Race/Ethnicity,Hispanic
2012,2016,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.0,Gender,Female
2014,2018,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.2,Overall,Overall
2011,2015,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.5,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,53.3,Race/Ethnicity,"White, non-Hispanic"
2015,2019,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.0,Race/Ethnicity,Hispanic
2009,2013,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,DE,Delaware,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.0,Race/Ethnicity,Hispanic
2011,2015,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,10.9,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,DE,Delaware,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
