YearStart,YearEnd,LocationAbbr,LocationDesc,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2017,2017,CT,Connecticut,%,Crude Prevalence,12.7,Overall,Overall
2019,2019,CT,Connecticut,%,Age-adjusted Prevalence,10.3,Race/Ethnicity,Hispanic
2021,2021,DC,District of Columbia,%,Age-adjusted Prevalence,9.5,Overall,Overall
2017,2017,CT,Connecticut,%,Age-adjusted Prevalence,13.0,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CT,Connecticut,%,Age-adjusted Prevalence,17.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,CT,Connecticut,%,Crude Prevalence,10.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,DC,District of Columbia,%,Age-adjusted Prevalence,11.0,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,CT,Connecticut,%,Crude Prevalence,24.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,DC,District of Columbia,%,Crude Prevalence,15.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,16.9,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,28.4,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,13.7,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,15.8,Overall,Overall
2016,2016,DC,District of Columbia,%,Crude Prevalence,12.1,Gender,Female
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,30.8,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,16.1,Gender,Male
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2012,2012,DC,District of Columbia,%,Crude Prevalence,17.0,Gender,Female
2018,2018,DC,District of Columbia,%,Crude Prevalence,12.6,Gender,Female
2020,2020,DC,District of Columbia,%,Crude Prevalence,11.3,Overall,Overall
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,6.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,11.7,Race/Ethnicity,Hispanic
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,17.5,Gender,Male
2015,2015,DC,District of Columbia,%,Crude Prevalence,15.8,Gender,Male
2013,2013,DC,District of Columbia,%,Crude Prevalence,23.4,Gender,Male
2014,2014,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,18.2,Gender,Male
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,17.2,Gender,Male
2013,2013,CT,Connecticut,%,Age-adjusted Prevalence,19.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,CT,Connecticut,%,Age-adjusted Prevalence,14.1,Gender,Female
2015,2015,CT,Connecticut,%,Crude Prevalence,10.9,Gender,Female
2017,2017,CT,Connecticut,%,Age-adjusted Prevalence,15.1,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,CT,Connecticut,%,Age-adjusted Prevalence,14.3,Gender,Male
2018,2018,CT,Connecticut,%,Age-adjusted Prevalence,18.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,CT,Connecticut,%,Age-adjusted Prevalence,18.2,Race/Ethnicity,Hispanic
2012,2012,CT,Connecticut,%,Crude Prevalence,17.3,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,CT,Connecticut,%,Age-adjusted Prevalence,15.3,Race/Ethnicity,Hispanic
2021,2021,DC,District of Columbia,%,Crude Prevalence,9.5,Overall,Overall
2019,2019,CT,Connecticut,%,Crude Prevalence,13.7,Gender,Male
2011,2011,CT,Connecticut,%,Crude Prevalence,15.4,Gender,Female
2018,2018,CT,Connecticut,%,Crude Prevalence,18.2,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,CT,Connecticut,%,Age-adjusted Prevalence,13.6,Overall,Overall
2012,2012,CT,Connecticut,%,Crude Prevalence,19.0,Race/Ethnicity,Hispanic
2012,2012,CT,Connecticut,%,Age-adjusted Prevalence,16.7,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,CT,Connecticut,%,Crude Prevalence,16.5,Race/Ethnicity,Hispanic
2014,2014,CT,Connecticut,%,Crude Prevalence,14.1,Race/Ethnicity,"White, non-Hispanic"
2020,2020,CT,Connecticut,%,Age-adjusted Prevalence,8.3,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,CT,Connecticut,%,Age-adjusted Prevalence,16.2,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,CT,Connecticut,%,Crude Prevalence,23.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,CT,Connecticut,%,Age-adjusted Prevalence,8.6,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,CT,Connecticut,%,Crude Prevalence,10.5,Gender,Female
2015,2015,CT,Connecticut,%,Age-adjusted Prevalence,15.1,Race/Ethnicity,Hispanic
2018,2018,CT,Connecticut,%,Crude Prevalence,17.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,CT,Connecticut,%,Age-adjusted Prevalence,14.2,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,DC,District of Columbia,%,Age-adjusted Prevalence,9.0,Gender,Female
2015,2015,CT,Connecticut,%,Crude Prevalence,17.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,CT,Connecticut,%,Age-adjusted Prevalence,15.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,CT,Connecticut,%,Age-adjusted Prevalence,16.4,Race/Ethnicity,Hispanic
2014,2014,CT,Connecticut,%,Crude Prevalence,14.5,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,CT,Connecticut,%,Crude Prevalence,9.0,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,CT,Connecticut,%,Age-adjusted Prevalence,36.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,CT,Connecticut,%,Age-adjusted Prevalence,13.8,Race/Ethnicity,"White, non-Hispanic"
2021,2021,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,CT,Connecticut,%,Age-adjusted Prevalence,18.1,Race/Ethnicity,"White, non-Hispanic"
2019,2019,CT,Connecticut,%,Crude Prevalence,12.1,Overall,Overall
2012,2012,CT,Connecticut,%,Crude Prevalence,13.1,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,CT,Connecticut,%,Age-adjusted Prevalence,22.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,CT,Connecticut,%,Age-adjusted Prevalence,15.4,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,20.0,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,DC,District of Columbia,%,Crude Prevalence,7.0,Race/Ethnicity,"White, non-Hispanic"
2021,2021,DE,Delaware,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,20.3,Overall,Overall
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,6.8,Race/Ethnicity,"White, non-Hispanic"
2011,2011,DC,District of Columbia,%,Crude Prevalence,25.1,Gender,Male
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,21.8,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,DC,District of Columbia,%,Crude Prevalence,17.8,Gender,Male
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,10.8,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DC,District of Columbia,%,Crude Prevalence,14.6,Gender,Female
2019,2019,FL,Florida,%,Age-adjusted Prevalence,12.5,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,7.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,19.6,Overall,Overall
2011,2011,DC,District of Columbia,%,Crude Prevalence,20.8,Overall,Overall
2012,2012,DC,District of Columbia,%,Crude Prevalence,22.6,Gender,Male
2021,2021,DE,Delaware,%,Crude Prevalence,14.2,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,5.9,Race/Ethnicity,Hispanic
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,6.9,Race/Ethnicity,"White, non-Hispanic"
2016,2016,DC,District of Columbia,%,Crude Prevalence,8.8,Race/Ethnicity,Hispanic
2012,2012,DC,District of Columbia,%,Crude Prevalence,19.6,Overall,Overall
2018,2018,DC,District of Columbia,%,Crude Prevalence,21.8,Race/Ethnicity,"Black, non-Hispanic"
2020,2020,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,16.4,Overall,Overall
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,14.9,Overall,Overall
2017,2017,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,DC,District of Columbia,%,Crude Prevalence,11.5,Gender,Male
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,21.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2015,2015,DC,District of Columbia,%,Crude Prevalence,40.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,DC,District of Columbia,%,Crude Prevalence,31.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,18.2,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,DE,Delaware,%,Crude Prevalence,27.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,DC,District of Columbia,%,Crude Prevalence,6.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,25.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,DC,District of Columbia,%,Crude Prevalence,13.8,Overall,Overall
2011,2011,DC,District of Columbia,%,Crude Prevalence,15.2,Race/Ethnicity,Hispanic
2018,2018,DC,District of Columbia,%,Crude Prevalence,21.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,10.3,Race/Ethnicity,Hispanic
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,6.3,Race/Ethnicity,"White, non-Hispanic"
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,22.6,Race/Ethnicity,Hispanic
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,21.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,11.1,Race/Ethnicity,Hispanic
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,11.7,Gender,Male
2017,2017,DC,District of Columbia,%,Crude Prevalence,6.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,DC,District of Columbia,%,Crude Prevalence,14.2,Race/Ethnicity,Hispanic
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,11.8,Gender,Female
2019,2019,FL,Florida,%,Crude Prevalence,24.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,15.9,Gender,Male
2016,2016,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,FL,Florida,%,Age-adjusted Prevalence,12.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,DC,District of Columbia,%,Crude Prevalence,14.1,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,24.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,12.8,Overall,Overall
2018,2018,DC,District of Columbia,%,Crude Prevalence,14.9,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,14.6,Overall,Overall
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,18.9,Overall,Overall
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,17.3,Gender,Female
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,12.5,Gender,Female
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,11.7,Overall,Overall
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,12.5,Gender,Female
2013,2013,DC,District of Columbia,%,Crude Prevalence,18.8,Overall,Overall
2013,2013,DC,District of Columbia,%,Crude Prevalence,14.7,Gender,Female
2015,2015,DC,District of Columbia,%,Crude Prevalence,16.1,Gender,Female
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,20.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,DC,District of Columbia,%,Crude Prevalence,11.3,Gender,Female
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,35.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,5.7,Race/Ethnicity,"White, non-Hispanic"
2015,2015,DC,District of Columbia,%,Crude Prevalence,16.0,Overall,Overall
2011,2011,DC,District of Columbia,%,Crude Prevalence,17.1,Gender,Female
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,18.2,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,26.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,12.7,Overall,Overall
2017,2017,DC,District of Columbia,%,Crude Prevalence,14.3,Overall,Overall
2014,2014,DC,District of Columbia,%,Crude Prevalence,26.0,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,13.7,Overall,Overall
2016,2016,DC,District of Columbia,%,Crude Prevalence,21.8,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,16.9,Gender,Female
2020,2020,DC,District of Columbia,%,Age-adjusted Prevalence,14.1,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,DC,District of Columbia,%,Crude Prevalence,29.1,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,DC,District of Columbia,%,Crude Prevalence,9.3,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DC,District of Columbia,%,Crude Prevalence,5.4,Race/Ethnicity,"White, non-Hispanic"
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,15.4,Gender,Female
2021,2021,DE,Delaware,%,Crude Prevalence,20.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,32.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,11.7,Gender,Female
2018,2018,DC,District of Columbia,%,Crude Prevalence,7.8,Race/Ethnicity,Hispanic
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,11.5,Gender,Female
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,18.0,Gender,Male
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,21.2,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,DC,District of Columbia,%,Crude Prevalence,16.4,Overall,Overall
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,15.4,Gender,Male
2015,2015,DC,District of Columbia,%,Crude Prevalence,24.6,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,DC,District of Columbia,%,Crude Prevalence,7.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,23.0,Gender,Male
2019,2019,DE,Delaware,%,Crude Prevalence,16.0,Gender,Female
2020,2020,FL,Florida,%,Crude Prevalence,20.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,FL,Florida,%,Age-adjusted Prevalence,9.5,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,DE,Delaware,%,Crude Prevalence,17.4,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,DE,Delaware,%,Crude Prevalence,16.2,Gender,Female
2011,2011,DE,Delaware,%,Crude Prevalence,21.2,Race/Ethnicity,"White, non-Hispanic"
2015,2015,FL,Florida,%,Age-adjusted Prevalence,12.6,Race/Ethnicity,Hispanic
2011,2011,DE,Delaware,%,Age-adjusted Prevalence,21.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,FL,Florida,%,Crude Prevalence,11.3,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,DE,Delaware,%,Crude Prevalence,18.0,Gender,Male
2018,2018,DE,Delaware,%,Age-adjusted Prevalence,19.4,Gender,Male
2014,2014,FL,Florida,%,Age-adjusted Prevalence,17.5,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,DE,Delaware,%,Age-adjusted Prevalence,10.0,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,FL,Florida,%,Age-adjusted Prevalence,13.3,Race/Ethnicity,Hispanic
2012,2012,FL,Florida,%,Crude Prevalence,19.7,Gender,Male
2016,2016,FL,Florida,%,Crude Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2015,2015,DE,Delaware,%,Age-adjusted Prevalence,14.0,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,DE,Delaware,%,Crude Prevalence,14.2,Gender,Female
2018,2018,FL,Florida,%,Age-adjusted Prevalence,11.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,DE,Delaware,%,Age-adjusted Prevalence,19.4,Gender,Male
2014,2014,FL,Florida,%,Crude Prevalence,18.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,FL,Florida,%,Age-adjusted Prevalence,15.0,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,DE,Delaware,%,Crude Prevalence,20.7,Gender,Male
2015,2015,FL,Florida,%,Crude Prevalence,15.2,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,FL,Florida,%,Crude Prevalence,15.7,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DC,District of Columbia,%,Crude Prevalence,13.1,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,DC,District of Columbia,%,Crude Prevalence,15.1,Gender,Male
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,10.6,Race/Ethnicity,"White, non-Hispanic"
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,DC,District of Columbia,%,Age-adjusted Prevalence,14.7,Gender,Female
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,9.1,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DC,District of Columbia,%,Crude Prevalence,18.4,Gender,Male
2016,2016,DC,District of Columbia,%,Crude Prevalence,17.7,Gender,Male
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,9.8,Gender,Female
2017,2017,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,15.0,Gender,Female
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,10.5,Gender,Female
2016,2016,DC,District of Columbia,%,Crude Prevalence,14.7,Overall,Overall
2021,2021,DE,Delaware,%,Crude Prevalence,8.5,Race/Ethnicity,Hispanic
2019,2019,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,DC,District of Columbia,%,Crude Prevalence,21.7,Race/Ethnicity,Hispanic
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,14.3,Overall,Overall
2021,2021,DE,Delaware,%,Age-adjusted Prevalence,9.5,Race/Ethnicity,Hispanic
2013,2013,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,21.6,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,DC,District of Columbia,%,Crude Prevalence,28.4,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,Hispanic
2011,2011,DC,District of Columbia,%,Crude Prevalence,18.6,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,DE,Delaware,%,Crude Prevalence,13.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,DC,District of Columbia,%,Age-adjusted Prevalence,24.2,Gender,Male
2017,2017,DC,District of Columbia,%,Crude Prevalence,22.2,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,District of Columbia,%,Crude Prevalence,20.4,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,DE,Delaware,%,Crude Prevalence,11.1,Gender,Female
2012,2012,DC,District of Columbia,%,Age-adjusted Prevalence,29.2,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,DC,District of Columbia,%,Crude Prevalence,30.8,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,DC,District of Columbia,%,Crude Prevalence,10.8,Race/Ethnicity,Hispanic
2014,2014,DC,District of Columbia,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,DC,District of Columbia,%,Age-adjusted Prevalence,,Race/Ethnicity,Hispanic
2012,2012,DC,District of Columbia,%,Crude Prevalence,10.7,Race/Ethnicity,"White, non-Hispanic"
2016,2016,DC,District of Columbia,%,Age-adjusted Prevalence,9.9,Race/Ethnicity,"White, non-Hispanic"
2020,2020,DE,Delaware,%,Crude Prevalence,16.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,DE,Delaware,%,Crude Prevalence,17.3,Gender,Female
2020,2020,FL,Florida,%,Crude Prevalence,14.1,Race/Ethnicity,Hispanic
2018,2018,FL,Florida,%,Crude Prevalence,15.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,DE,Delaware,%,Age-adjusted Prevalence,17.1,Gender,Female
2018,2018,FL,Florida,%,Age-adjusted Prevalence,13.9,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,DE,Delaware,%,Age-adjusted Prevalence,20.8,Race/Ethnicity,"Other, non-Hispanic"
2021,2021,FL,Florida,%,Age-adjusted Prevalence,,Gender,Female
2012,2012,FL,Florida,%,Crude Prevalence,24.2,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,DE,Delaware,%,Age-adjusted Prevalence,23.7,Gender,Male
2013,2013,FL,Florida,%,Crude Prevalence,14.4,Gender,Female
2014,2014,DE,Delaware,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,FL,Florida,%,Crude Prevalence,19.5,Gender,Male
2021,2021,FL,Florida,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,FL,Florida,%,Crude Prevalence,16.9,Gender,Female
2020,2020,DE,Delaware,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,DE,Delaware,%,Crude Prevalence,20.9,Race/Ethnicity,"White, non-Hispanic"
2011,2011,FL,Florida,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,DE,Delaware,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2019,2019,FL,Florida,%,Crude Prevalence,13.9,Gender,Female
2017,2017,DE,Delaware,%,Age-adjusted Prevalence,19.4,Race/Ethnicity,"White, non-Hispanic"
2019,2019,FL,Florida,%,Crude Prevalence,14.8,Overall,Overall
2018,2018,FL,Florida,%,Age-adjusted Prevalence,17.0,Gender,Male
2018,2018,DE,Delaware,%,Crude Prevalence,6.8,Race/Ethnicity,"Other, non-Hispanic"
